person,cause_of_death,date,year,canine,dept_name,states_death
Assistant Chief of Police Henry Brinkmeyer,Automobile accident,1939-10-29,1939,FALSE,Middletown Police Department,Ohio
Police Officer Harry Canton,Motorcycle accident,1939-11-04,1939,FALSE,St. Louis Metropolitan Police Department,Missouri
Chief Inspector Fred Boucher,Gunfire,1939-11-05,1939,FALSE,Michigan Department of Corrections,Michigan
Night Marshal Elmer James Lennon,Gunfire,1939-11-09,1939,FALSE,Postville Police Department,Iowa
Chief Deputy Sheriff Joseph Layton Lamb,Gunfire,1939-11-10,1939,FALSE,Union County Sheriff's Office,South Carolina
"Chief of Police Roland Silas ""Todd"" Payne",Assault,1939-11-10,1939,FALSE,Wisconsin Rapids Police Department,Wisconsin
Patrolman Walter DeGolyer,Heart attack,1939-11-11,1939,FALSE,Peekskill Police Department,New York
Trooper Albert Cecil Brokmyer,Gunfire,1939-11-19,1939,FALSE,Illinois State Police,Illinois
Park Police Officer Harry Francois,Gunfire,1939-11-20,1939,FALSE,Chicago Park District Police Department,Illinois
Patrolman Michael J. Lonto,Automobile accident,1939-11-24,1939,FALSE,New York City Police Department,New York
Assistant Chief of Police William J. O'Leary,Gunfire,1939-11-28,1939,FALSE,Big Spring Police Department,Texas
Patrolman H. T. Timberlake,Automobile accident,1939-12-01,1939,FALSE,North Carolina Highway Patrol,North Carolina
Deputy Sheriff Walter W. Willis,Gunfire,1939-12-02,1939,FALSE,Patrick County Sheriff's Office,Virginia
Deputy Sheriff Bud Hicks,Gunfire,1939-12-03,1939,FALSE,Floyd County Sheriff's Office,Kentucky
Patrolman J. Clarence Price,Motorcycle accident,1939-12-03,1939,FALSE,Durham Police Department,North Carolina
Deputy Sheriff DeWitt Talmage Smith,Gunfire,1939-12-08,1939,FALSE,Cochran County Sheriff's Department,Texas
Sergeant Louis Fowler,Motorcycle accident,1939-12-09,1939,FALSE,Louisville Police Department,Kentucky
Officer Scott Vernon Smith,Vehicle pursuit,1939-12-16,1939,FALSE,Monrovia Police Department,California
Patrolman Andrew H. Cain,Vehicular assault,1939-12-23,1939,FALSE,Dearborn Police Department,Michigan
Patrolman John P. D. Briggs,Struck by vehicle,1939-12-23,1939,FALSE,New York City Police Department,New York
Chief of Police Jasper Addison Gargis,Heart attack,1939-12-25,1939,FALSE,Southern Pines Police Department,North Carolina
Detective Clyde J. Shipley,Gunfire,1939-12-26,1939,FALSE,Chattanooga Police Department,Tennessee
Correctional Officer James S. Chesser,Assault,1939-12-28,1939,FALSE,North Carolina Department of Public Safety - Division of Prisons,North Carolina
Immigration Inspector Roy M. Porter,Drowned,1939-12-28,1939,FALSE,United States Department of Justice - Immigration and Naturalization Service,NA
Deputy Sheriff James W. Killingsworth,Gunfire,1939-12-29,1939,FALSE,Gregg County Sheriff's Department,Texas
"Patrolman Thomas J. Burns, Jr.",Exposure,1939-12-31,1939,FALSE,New York City Police Department,New York
Officer Robert W. Davis,Motorcycle accident,1940-01-01,1940,FALSE,Metropolitan Police Department,District of Columbia
Deputy Sheriff Hilliard Hall,Gunfire,1940-01-01,1940,FALSE,Franklin County Sheriff's Department,Mississippi
Private Frederick J. Sutton,Gunfire,1940-01-03,1940,FALSE,Pennsylvania Motor Police,Pennsylvania
Lieutenant Charles Fredrick Bricker,Struck by train,1940-01-07,1940,FALSE,Huntington Police Department,West Virginia
Officer Samuel G. Cope,Motorcycle accident,1940-01-16,1940,FALSE,California Highway Patrol,California
Patrol Inspector William L. Sills,Gunfire,1940-01-17,1940,FALSE,United States Department of Labor - Immigration Service - United States Border Patrol,NA
Police Officer John W. Cahill,Fall,1940-01-23,1940,FALSE,Yonkers Police Department,New York
Trooper Walter B. Otte,Motorcycle accident,1940-01-24,1940,FALSE,New Jersey State Police,New Jersey
Special Agent John H. Nafziger,Struck by train,1940-01-30,1940,FALSE,"Atchison, Topeka and Santa Fe Railroad Police Department",NA
Police Officer Thomas F. Murphy,Train accident,1940-02-02,1940,FALSE,Springfield Police Department,Massachusetts
"Police Officer John P. Sullivan, Sr.",Train accident,1940-02-02,1940,FALSE,Springfield Police Department,Massachusetts
Officer Edward A. Bertino,Gunfire,1940-02-03,1940,FALSE,Riverside Police Department,California
Deputy Sheriff Jerry Combs,Gunfire,1940-02-05,1940,FALSE,Breathitt County Sheriff's Office,Kentucky
Special Officer Albert T. Hayes,Automobile accident,1940-02-09,1940,FALSE,Massachusetts State Police,Massachusetts
Deputy Sheriff Elhanon Jones,Gunfire,1940-02-10,1940,FALSE,Perry County Sheriff's Office,Kentucky
Constable E. R. Todd,Gunfire,1940-02-10,1940,FALSE,Marion County Constable's Office - Precinct 4,Texas
Patrolman Fleet Martin Underwood,Assault,1940-02-12,1940,FALSE,Dunn Police Department,North Carolina
Patrolman Delbert P. Buckman,Vehicular assault,1940-02-13,1940,FALSE,Long Beach Police Department,California
Trooper Eugene Roberts,Struck by vehicle,1940-02-18,1940,FALSE,Illinois State Police,Illinois
Chief of Police Dave Markham,Gunfire,1940-02-19,1940,FALSE,Willows Police Department,California
Patrolman John A. Holt,Gunfire,1940-02-22,1940,FALSE,New York City Police Department,New York
Patrolman William Teasley Owens,Gunfire,1940-02-26,1940,FALSE,Toccoa Police Department,Georgia
Patrolman Herbert C. Wiegand,Gunfire,1940-03-09,1940,FALSE,Goldsboro Police Department,North Carolina
Police Officer Thomas Edward Shea,Vehicle pursuit,1940-03-14,1940,FALSE,Wellesley Police Department,Massachusetts
Deputy Sheriff Wilson Deaton,Gunfire,1940-03-16,1940,FALSE,Breathitt County Sheriff's Office,Kentucky
Patrolman Francis P. Dolan,Fall,1940-03-16,1940,FALSE,New York City Police Department,New York
"Patrolman Julius Mayer, Jr.",Gunfire,1940-03-16,1940,FALSE,Cincinnati Police Department,Ohio
Kitchen Keeper James H. Donovan,Assault,1940-03-21,1940,FALSE,New York State Department of Correctional Services,New York
Sheriff Jack L. Gillespie,Stabbed,1940-03-22,1940,FALSE,Lumpkin County Sheriff's Office,Georgia
Chief Deputy Olin B. Burrow,Gunfire,1940-03-23,1940,FALSE,Fayette County Sheriff's Department,Tennessee
Officer Patrick Howell Baldwin,Automobile accident,1940-03-29,1940,FALSE,Miami Police Department,Florida
Patrolman Otto J. Ziska,Duty related illness,1940-03-31,1940,FALSE,Cleveland Police Department,Ohio
Private George J. Yashur,Struck by vehicle,1940-04-01,1940,FALSE,Pennsylvania Motor Police,Pennsylvania
Patrolman Patrick C. Gannon,Exposure to toxins,1940-04-02,1940,FALSE,Boston Police Department,Massachusetts
Investigator Elvis Wesley Myrick,Assault,1940-04-03,1940,FALSE,United States Department of the Treasury - Internal Revenue Service - Alcohol Tax Unit,NA
Deputy Sheriff William Albert Pope,Gunfire,1940-04-03,1940,FALSE,Halifax County Sheriff's Office,North Carolina
U.S. Customs Inspector Joseph Turner Brown,Gunfire,1940-04-09,1940,FALSE,United States Department of the Treasury - Customs Service,NA
Deputy Sheriff Raymundo Martinez,Gunfire,1940-04-11,1940,FALSE,Conejos County Sheriff's Office,Colorado
Deputy Sheriff Eduardo Dominguez,Gunfire,1940-04-11,1940,FALSE,Conejos County Sheriff's Office,Colorado
Patrolman Humphrey Akin See,Train accident,1940-04-19,1940,FALSE,New York Central Railroad Police Department,NA
Deputy Sheriff Eugene C. Brister,Gunfire,1940-04-20,1940,FALSE,Rapides Parish Sheriff's Office,Louisiana
Patrolman Wilbur H. Grubb,Gunfire,1940-04-21,1940,FALSE,Buckhannon Police Department,West Virginia
Constable Elmer Doane,Gunfire,1940-04-25,1940,FALSE,Laurel County Constable's Office,Kentucky
Deputy Sheriff John R. Cramer,Gunfire,1940-04-26,1940,FALSE,El Paso County Sheriff's Office,Texas
Patrolman Robert Donald Leigh,Motorcycle accident,1940-04-27,1940,FALSE,Cincinnati Police Department,Ohio
Deputy Jailer Benton Sizemore,Gunfire,1940-04-28,1940,FALSE,Breathitt County Jail,Kentucky
Chief of Police Severin Alberovski,Vehicle pursuit,1940-05-01,1940,FALSE,Batavia Police Department,Illinois
Chief of Police Adelbert S. Williams,Gunfire,1940-05-02,1940,FALSE,Gibsonville Police Department,North Carolina
Detective Sergeant Edward M. Sullivan,Gunfire,1940-05-14,1940,FALSE,Greenburgh Police Department,New York
Sheriff Horace B. Taylor,Gunfire,1940-05-15,1940,FALSE,Fentress County Sheriff's Department,Tennessee
Deputy Sheriff Casper Wood,Gunfire,1940-05-15,1940,FALSE,Fentress County Sheriff's Department,Tennessee
Patrolman Edward F. Lee,Gunfire,1940-05-16,1940,FALSE,Milton Police Department,Massachusetts
Policeman Orley O. Sanner,Electrocuted,1940-05-26,1940,FALSE,Los Angeles Police Department,California
Town Marshal Leo Wilke,Explosion,1940-06-04,1940,FALSE,Homer Police Department,Nebraska
"Sergeant Charles F. Cummins, Jr.",Gunfire,1940-06-12,1940,FALSE,Metropolitan Police Department,District of Columbia
Police Officer William L. Ryan,Stabbed,1940-06-13,1940,FALSE,Baltimore City Police Department,Maryland
"Deputy Sheriff William Erastus ""Bud"" Tow",Gunfire,1940-06-13,1940,FALSE,Yancey County Sheriff's Office,North Carolina
Private Ivan William Thompson,Gunfire,1940-06-14,1940,FALSE,United States Department of the Interior - United States Park Police,NA
Patrolman Clare A. Fletcher,Motorcycle accident,1940-06-16,1940,FALSE,East St. Louis Police Department,Illinois
Police Officer Hartley Gillum,Gunfire,1940-06-16,1940,FALSE,Mayfield Police Department,Kentucky
Patrolman Eugene Victor Fuller,Motorcycle accident,1940-06-16,1940,FALSE,Shreveport Police Department,Louisiana
Patrol Officer Elmer Huddleston,Gunfire,1940-07-02,1940,FALSE,Waco Police Department,Texas
Officer William F. Malin,Motorcycle accident,1940-07-04,1940,FALSE,California Highway Patrol,California
Detective Joseph J. Lynch,Bomb,1940-07-04,1940,FALSE,New York City Police Department,New York
Detective Ferdinand Socha,Bomb,1940-07-04,1940,FALSE,New York City Police Department,New York
Correctional Officer Robert Hart,Gunfire,1940-07-09,1940,FALSE,Iowa Department of Corrections,Iowa
"Deputy Sheriff William Thomas ""Tom"" Pendergrass",Gunfire,1940-07-10,1940,FALSE,Owsley County Sheriff's Office,Kentucky
Conservation Officer Melvin A. Holt,Gunfire,1940-07-12,1940,FALSE,Minnesota Department of Natural Resources - Enforcement Division,Minnesota
Conservation Officer Douglas P. Brady,Gunfire,1940-07-12,1940,FALSE,Minnesota Department of Natural Resources - Enforcement Division,Minnesota
Conservation Officer Marcus E. Whipps,Gunfire,1940-07-12,1940,FALSE,Minnesota Department of Natural Resources - Enforcement Division,Minnesota
Policeman Walter J. Miller,Vehicle pursuit,1940-07-14,1940,FALSE,Charleston Police Department,South Carolina
Police Officer Leo T. Cunningham,Vehicle pursuit,1940-07-18,1940,FALSE,Oakland Police Department,California
Officer William Sam Beam,Heart attack,1940-07-18,1940,FALSE,Abilene Police Department,Texas
Police Officer Henry O. Rockstroh,Heart attack,1940-07-20,1940,FALSE,Calistoga Police Department,California
"Sergeant William  ""Bill"" Hurley",Motorcycle accident,1940-07-22,1940,FALSE,Oyster Bay Cove Police Department,New York
Night Marshal William H. Patton,Gunfire,1940-07-28,1940,FALSE,Elaine Police Department,Arkansas
Chief William Henry Armsey,Gunfire,1940-07-28,1940,FALSE,Olney Police Department,Illinois
Marshal George Meffan,Gunfire,1940-07-31,1940,FALSE,United States Department of Justice - United States Marshals Service,NA
Deputy U.S. Marshal John H. Glenn,Gunfire,1940-07-31,1940,FALSE,United States Department of Justice - United States Marshals Service,NA
Investigator Samuel Leeper,Gunfire,1940-07-31,1940,FALSE,United States Department of the Treasury - Internal Revenue Service - Alcohol Tax Unit,NA
Patrolman Clarence Holton Upson,Assault,1940-08-03,1940,FALSE,Galion Police Department,Ohio
Patrolman Thomas E. Killfoile,Automobile accident,1940-08-09,1940,FALSE,Stockbridge Police Department,Massachusetts
Marshal Robert William Dawson,Assault,1940-08-12,1940,FALSE,Washtucna Police Department,Washington
Chief Deputy Sheriff Robert K. Hooker,Gunfire,1940-08-14,1940,FALSE,Clinton County Sheriff's Department,Illinois
Officer Harry A. Bolin,Accidental,1940-08-15,1940,FALSE,Indianapolis Police Department,Indiana
Officer Uel M. Gaile,Accidental,1940-08-19,1940,FALSE,Metropolitan Police Department,District of Columbia
Deputy E. Dean Pray,Gunfire,1940-08-20,1940,FALSE,Cumberland County Sheriff's Office,Maine
Peace Officer Charles Woodson Easley,Assault,1940-08-20,1940,FALSE,Southport Police Department,North Carolina
Marshal Artis J. Chitty,Assault,1940-08-22,1940,FALSE,United States Department of Justice - United States Marshals Service,NA
Chief of Police Morris Dolan,Fire,1940-08-23,1940,FALSE,Cripple Creek Police Department,Colorado
Police Officer John W. Patterson,Assault,1940-08-23,1940,FALSE,Battle Creek City Police Department,Michigan
Sheriff Fred A. Patrikus,Gunfire,1940-08-25,1940,FALSE,Billings County Sheriff's Department,North Dakota
Policeman Jose A. Silva-Montanez,Gunfire,1940-09-03,1940,FALSE,Puerto Rico Police Department,NA
Patrolman David A. McGonagill,Weather/Natural disaster,1940-09-04,1940,FALSE,Texas Department of Public Safety - Texas Highway Patrol,Texas
Patrolman Charles H. Shaw,Gunfire,1940-09-06,1940,FALSE,Nassau County Police Department,New York
Patrolman Henry J. Goodrich,Motorcycle accident,1940-09-07,1940,FALSE,San Diego Police Department,California
Patrolman John E. Mills,Gunfire,1940-09-07,1940,FALSE,Kingsport Police Department,Tennessee
Marshal Alf A. Amundsen,Accidental,1940-09-10,1940,FALSE,Alcester Police Department,South Dakota
Chief Deputy George R. Robertson,Gunfire,1940-09-10,1940,FALSE,Lamar County Sheriff's Department,Texas
Trooper Rocco V. Gragido,Motorcycle accident,1940-09-11,1940,FALSE,Illinois State Police,Illinois
Chief of Police Floyd Glenn Wise,Automobile accident,1940-09-13,1940,FALSE,Tracy Police Department,California
Motorcycle Officer Sherman B. Winder,Motorcycle accident,1940-09-13,1940,FALSE,St. Joseph Police Department,Missouri
Trooper Adrian Cole,Motorcycle accident,1940-09-13,1940,FALSE,Mississippi Department of Public Safety - Highway Patrol,Mississippi
Patrolman Albert Murphy Howell,Heart attack,1940-09-14,1940,FALSE,Raeford Police Department,North Carolina
Police Officer Ernest Ralph Dark,Vehicle pursuit,1940-09-17,1940,FALSE,Upland Police Department,California
Constable Joe Hill Breedlove,Gunfire,1940-09-21,1940,FALSE,Dumas Constable's Office,Arkansas
Officer Gerald Leach,Struck by vehicle,1940-09-21,1940,FALSE,Flint Police Department,Michigan
Officer Maurice W. Owen,Motorcycle accident,1940-09-22,1940,FALSE,California Highway Patrol,California
Patrolman Harlan M. Smith,Motorcycle accident,1940-09-23,1940,FALSE,South Carolina Highway Patrol,South Carolina
Officer William K. Burge,Motorcycle accident,1940-09-25,1940,FALSE,Louisville Police Department,Kentucky
Patrolman William J. Hogan,Automobile accident,1940-09-26,1940,FALSE,New York City Police Department,New York
Deputy Sheriff John F. Cable,Gunfire,1940-10-02,1940,FALSE,Pike County Sheriff's Department,Kentucky
Patrolman Holly Ray Anderson,Motorcycle accident,1940-10-08,1940,FALSE,Waco Police Department,Texas
Undersheriff Clarence Bunch Fugate,Gunfire,1940-10-12,1940,FALSE,Jefferson County Sheriff's Office,Colorado
Deputy Sheriff William David Thomas,Vehicle pursuit,1940-10-13,1940,FALSE,Jackson County Sheriff's Department,Florida
Sheriff George H. Brock,Gunfire,1940-10-16,1940,FALSE,Loup County Sheriff's Department,Nebraska
Night Officer Charles Gibson,Gunfire,1940-10-18,1940,FALSE,Newton Police Department,Texas
Patrolman John A. Tibbs,Gunfire,1940-10-20,1940,FALSE,Richmond Police Department,Virginia
Officer Henry F. Evans,Automobile accident,1940-10-22,1940,FALSE,Santa Barbara Police Department,California
Deputy Sheriff John Wesley McKinney,Automobile accident,1940-10-22,1940,FALSE,Brazoria County Sheriff's Office,Texas
Police Officer John E. Vandenberg,Vehicular assault,1940-10-26,1940,FALSE,Detroit Police Department,Michigan
Constable Edward H. Dillard,Automobile accident,1940-10-29,1940,FALSE,Union Township Constable's Office,California
Turnkey Joe R. Tuggle,Gunfire,1940-10-29,1940,FALSE,Whitley County Detention Center,Kentucky
"Patrolman Elijah James ""Eli"" Cass",Heart attack,1940-11-06,1940,FALSE,Big Spring Police Department,Texas
Constable John A. Armstrong,Gunfire,1940-11-07,1940,FALSE,Tecumseh Police Department,Oklahoma
Special Agent Ted Vaughn,Automobile accident,1940-11-08,1940,FALSE,United States Department of the Treasury - United States Secret Service,NA
Deputy Sheriff Ezra Stanley,Vehicular assault,1940-11-19,1940,FALSE,Orange County Sheriff's Department,California
Investigator Norval Lee DeArmond,Vehicle pursuit,1940-12-01,1940,FALSE,United States Department of the Treasury - Internal Revenue Service - Alcohol Tax Unit,NA
Patrolman John G. Hough,Vehicular assault,1940-12-03,1940,FALSE,Ohio State Highway Patrol,Ohio
Patrolman John Marsden Sampson,Vehicle pursuit,1940-12-08,1940,FALSE,Winston-Salem Police Department,North Carolina
"Police Officer Frederik Jan ""Fred"" Ham",Vehicle pursuit,1940-12-09,1940,FALSE,West Covina Police Department,California
Patrolman Raymond Leslie Munson,Gunfire,1940-12-10,1940,FALSE,Charleston Police Department,West Virginia
Chief Deputy George Thomas Fisher,Gunfire,1940-12-17,1940,FALSE,Bell County Sheriff's Department,Kentucky
"Sergeant William F. Black, Jr.",Gunfire,1940-12-20,1940,FALSE,Georgia State Patrol,Georgia
Officer Horace Callaghan,Vehicular assault,1940-12-21,1940,FALSE,Prospect Park Borough Police Department,Pennsylvania
Sheriff Paul R. Blankenship,Struck by vehicle,1940-12-21,1940,FALSE,Kitsap County Sheriff's Department,Washington
